resume_path,jd_path,category,tfidf_similarity,keyword_overlap_ratio,education_level_score,experience_gap,sentence_level_match,sbert_score,label
resumes/data\HR\30163002.pdf,jds\BPO\BPO_entry.txt,HR,0.0792,0.15,0,2.0,0.4538286328315735,0.4302,0
resumes/data\HR\30563572.pdf,jds\HR\HR_entry.txt,HR,0.2362,0.35,-1,17.0,0.5803131461143494,0.603,1
resumes/data\HR\30563572.pdf,jds\HR\HR_mid.txt,HR,0.3429,0.4,-1,17.0,0.5970563292503357,0.7137,1
resumes/data\HR\30563572.pdf,jds\HR\HR_senior.txt,HR,0.2718,0.25,-1,17.0,0.6336648464202881,0.616,1
resumes/data\HR\30563572.pdf,jds\TEACHER\TEACHER_senior.txt,HR,0.0315,0.05,-2,17.0,0.4414931535720825,0.3634,0
resumes/data\HR\30563572.pdf,jds\TEACHER\TEACHER_entry.txt,HR,0.0612,0.1,0,17.0,0.4128506481647491,0.3347,0
resumes/data\HR\30563572.pdf,jds\TEACHER\TEACHER_mid.txt,HR,0.0518,0.05,-1,17.0,0.4164127111434936,0.3654,0
resumes/data\HR\30646367.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,HR,0.0232,0.05,0,0.0,0.3734761476516723,0.2761,0
resumes/data\HR\30646367.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,HR,0.0507,0.15,1,-2.0,0.4785157442092895,0.4178,0
resumes/data\HR\30646367.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,HR,0.0192,0.15,0,0.0,0.3289855718612671,0.2134,0
resumes/data\HR\30862904.pdf,jds\HR\HR_entry.txt,HR,0.2694,0.35,-1,10.0,0.6059286594390869,0.6227,1
resumes/data\HR\30862904.pdf,jds\HR\HR_mid.txt,HR,0.2883,0.35,-1,10.0,0.5628522634506226,0.6214,1
resumes/data\HR\30862904.pdf,jds\HR\HR_senior.txt,HR,0.22,0.2,-1,10.0,0.5594494342803955,0.6389,1
resumes/data\HR\32308556.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,HR,0.0687,0.2,1,5.0,0.4483749568462372,0.3042,0
resumes/data\HR\32308556.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,HR,0.0587,0.05,2,3.0,0.3968285918235779,0.3063,0
resumes/data\HR\32896934.pdf,jds\HR\HR_entry.txt,HR,0.323,0.2,-1,10.0,0.5346744060516357,0.5325,1
resumes/data\HR\32896934.pdf,jds\HR\HR_mid.txt,HR,0.2699,0.3,-1,10.0,0.5773755311965942,0.5595,1
resumes/data\HR\32896934.pdf,jds\HR\HR_senior.txt,HR,0.2272,0.15,-1,10.0,0.6112068891525269,0.5416,1
resumes/data\HR\32896934.pdf,jds\FINANCE\FINANCE_entry.txt,HR,0.0749,0.15,-1,8.0,0.3276677131652832,0.2136,0
resumes/data\HR\32896934.pdf,jds\FINANCE\FINANCE_senior.txt,HR,0.0759,0.2,-1,10.0,0.3057441711425781,0.2259,0
resumes/data\HR\32896934.pdf,jds\FINANCE\FINANCE_mid.txt,HR,0.0538,0.1,-1,10.0,0.3968047499656677,0.2326,0
resumes/data\HR\32947778.pdf,jds\HR\HR_entry.txt,HR,0.2691,0.2,-1,0.0,0.5667484402656555,0.608,1
resumes/data\HR\32947778.pdf,jds\HR\HR_mid.txt,HR,0.2329,0.4,-1,0.0,0.6158180832862854,0.6565,1
resumes/data\HR\32947778.pdf,jds\HR\HR_senior.txt,HR,0.1929,0.15,-1,0.0,0.5716132521629333,0.6271,1
resumes/data\HR\32947778.pdf,jds\AGRICULTURE\AGRICULTURE_mid.txt,HR,0.0909,0.1,-1,-7.0,0.2365873157978058,0.2715,0
resumes/data\HR\32947778.pdf,jds\AGRICULTURE\AGRICULTURE_senior.txt,HR,0.0627,0.05,-2,0.0,0.2951065301895141,0.2563,0
resumes/data\HR\32947778.pdf,jds\AGRICULTURE\AGRICULTURE_entry.txt,HR,0.0719,0.1,0,0.0,0.3037942945957184,0.2234,0
resumes/data\HR\32977530.pdf,jds\AUTOMOBILE\AUTOMOBILE_mid.txt,HR,0.1414,0.15,0,-8.0,0.2975518107414245,0.334,0
resumes/data\HR\32977530.pdf,jds\AUTOMOBILE\AUTOMOBILE_entry.txt,HR,0.0923,0.15,0,-2.0,0.2729481756687164,0.3381,0
resumes/data\HR\32977530.pdf,jds\AUTOMOBILE\AUTOMOBILE_senior.txt,HR,0.0464,0.15,-1,0.0,0.2399829477071762,0.2876,0
resumes/data\HR\33176873.pdf,jds\ADVOCATE\ADVOCATE_senior.txt,HR,0.0583,0.15,0,20.0,0.3442862629890442,0.2742,0
resumes/data\HR\33176873.pdf,jds\ADVOCATE\ADVOCATE_entry.txt,HR,0.0684,0.15,0,18.0,0.3788180947303772,0.2712,0
resumes/data\HR\33176873.pdf,jds\ADVOCATE\ADVOCATE_mid.txt,HR,0.0447,0.05,0,20.0,0.3656472563743591,0.2805,0
resumes/data\HR\34554248.pdf,jds\HR\HR_entry.txt,HR,0.2364,0.15,0,9.0,0.4808157086372375,0.5591,1
resumes/data\HR\34554248.pdf,jds\HR\HR_mid.txt,HR,0.2526,0.25,0,9.0,0.4533275067806244,0.5271,1
resumes/data\HR\34554248.pdf,jds\TEACHER\TEACHER_senior.txt,HR,0.0517,0.05,-1,9.0,0.2865777313709259,0.2547,0
resumes/data\HR\34554248.pdf,jds\TEACHER\TEACHER_mid.txt,HR,0.0612,0.0,0,9.0,0.3466981053352356,0.2907,0
resumes/data\HR\34554248.pdf,jds\TEACHER\TEACHER_entry.txt,HR,0.0616,0.05,1,9.0,0.31821408867836,0.235,0
resumes/data\HR\34740556.pdf,jds\HR\HR_entry.txt,HR,0.2946,0.15,-1,8.0,0.5512232184410095,0.5898,1
resumes/data\HR\34740556.pdf,jds\HR\HR_mid.txt,HR,0.3083,0.55,-1,8.0,0.6094534993171692,0.6609,1
resumes/data\HR\34740556.pdf,jds\HR\HR_senior.txt,HR,0.2729,0.15,-1,8.0,0.5414413809776306,0.6014,1
resumes/data\HR\34740556.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_senior.txt,HR,0.0304,0.0,-1,8.0,0.3322494626045227,0.2976,0
resumes/data\HR\34740556.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_mid.txt,HR,0.0387,0.1,-1,8.0,0.3547794222831726,0.39,0
resumes/data\HR\34740556.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_entry.txt,HR,0.0402,0.05,0,6.0,0.3246961832046509,0.3549,0
resumes/data\HR\39081840.pdf,jds\DESIGNER\DESIGNER_entry.txt,HR,0.0382,0.05,0,9.0,0.2169456034898758,0.2341,0
resumes/data\HR\39081840.pdf,jds\DESIGNER\DESIGNER_mid.txt,HR,0.0453,0.05,-1,11.0,0.2559799551963806,0.2759,0
resumes/data\HR\39081840.pdf,jds\DESIGNER\DESIGNER_senior.txt,HR,0.0274,0.1,-1,11.0,0.23531574010849,0.229,0
resumes/data\HR\39650734.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_mid.txt,HR,0.0766,0.25,0,5.0,0.4650866389274597,0.3495,0
resumes/data\HR\39650734.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_entry.txt,HR,0.0647,0.25,1,3.0,0.4760451316833496,0.3665,0
resumes/data\HR\39650734.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_senior.txt,HR,0.0625,0.2,0,5.0,0.3664624691009521,0.2668,0
resumes/data\HR\39970711.pdf,jds\HR\HR_senior.txt,HR,0.2328,0.3,0,15.0,0.4917093515396118,0.5755,1
resumes/data\HR\39970711.pdf,jds\DESIGNER\DESIGNER_senior.txt,HR,0.0359,0.1,0,15.0,0.3307683765888214,0.2772,0
resumes/data\HR\39970711.pdf,jds\DESIGNER\DESIGNER_mid.txt,HR,0.0471,0.05,0,15.0,0.3484569787979126,0.3045,0
resumes/data\HR\39970711.pdf,jds\DESIGNER\DESIGNER_entry.txt,HR,0.0354,0.05,1,13.0,0.337230384349823,0.2469,0
resumes/data\HR\41523474.pdf,jds\HR\HR_entry.txt,HR,0.2353,0.15,0,1.0,0.6094173192977905,0.5685,1
resumes/data\HR\41523474.pdf,jds\CHEF\CHEF_entry.txt,HR,0.0612,0.0,2,1.0,0.3907252252101898,0.2462,0
resumes/data\HR\41523474.pdf,jds\CHEF\CHEF_senior.txt,HR,0.0932,0.1,2,1.0,0.4653373658657074,0.2813,0
resumes/data\HR\41523474.pdf,jds\CHEF\CHEF_mid.txt,HR,0.0815,0.15,2,1.0,0.4309836328029632,0.2849,0
resumes/data\HR\44476983.pdf,jds\HR\HR_entry.txt,HR,0.2544,0.35,-1,0.0,0.5461169481277466,0.5618,1
resumes/data\HR\44476983.pdf,jds\HR\HR_mid.txt,HR,0.3174,0.6,-1,0.0,0.5809465646743774,0.6714,1
resumes/data\HR\44476983.pdf,jds\HR\HR_senior.txt,HR,0.2314,0.25,-1,0.0,0.5665496587753296,0.5955,1
resumes/data\HR\44476983.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_senior.txt,HR,0.0694,0.15,-1,0.0,0.3965138792991638,0.3115,0
resumes/data\HR\44476983.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_entry.txt,HR,0.0719,0.05,0,-2.0,0.423982560634613,0.3848,0
resumes/data\HR\46258701.pdf,jds\HR\HR_entry.txt,HR,0.2413,0.2,-1,14.0,0.4895763397216797,0.6416,1
resumes/data\HR\46258701.pdf,jds\AVIATION\AVIATION_entry.txt,HR,0.0432,0.05,0,12.0,0.3728113174438476,0.3776,0
resumes/data\HR\46258701.pdf,jds\AVIATION\AVIATION_mid.txt,HR,0.0457,0.05,0,6.0,0.3472875356674194,0.4325,0
resumes/data\HR\46258701.pdf,jds\AVIATION\AVIATION_senior.txt,HR,0.037,0.15,0,14.0,0.3502758145332336,0.4127,0
resumes/data\HR\47470864.pdf,jds\TEACHER\TEACHER_entry.txt,HR,0.052,0.05,0,9.0,0.3374795317649841,0.2363,0
resumes/data\HR\47470864.pdf,jds\TEACHER\TEACHER_senior.txt,HR,0.0427,0.05,-2,9.0,0.3379307389259338,0.2118,0
resumes/data\HR\47470864.pdf,jds\TEACHER\TEACHER_mid.txt,HR,0.0442,0.05,-1,9.0,0.3155197203159332,0.2336,0
resumes/data\HR\49937469.pdf,jds\HR\HR_entry.txt,HR,0.2168,0.15,-1,24.0,0.5064401626586914,0.6538,1
resumes/data\HR\49937469.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_senior.txt,HR,0.0526,0.05,-1,24.0,0.2978460192680359,0.3667,0
resumes/data\HR\49937469.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_mid.txt,HR,0.0456,0.15,-1,24.0,0.3542806208133697,0.3899,0
resumes/data\HR\49937469.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_entry.txt,HR,0.0398,0.0,0,22.0,0.3570548892021179,0.384,0
resumes/data\HR\51769822.pdf,jds\CHEF\CHEF_senior.txt,HR,0.0517,0.05,1,30.0,0.3294796347618103,0.3617,0
resumes/data\HR\51769822.pdf,jds\CHEF\CHEF_mid.txt,HR,0.0581,0.1,1,30.0,0.3489478826522827,0.3671,0
resumes/data\HR\51769822.pdf,jds\CHEF\CHEF_entry.txt,HR,0.0756,0.1,1,30.0,0.3073916733264923,0.2956,0
resumes/data\HR\52979663.pdf,jds\ADVOCATE\ADVOCATE_mid.txt,HR,0.0338,0.1,-1,27.0,0.3235858380794525,0.2271,0
resumes/data\HR\52979663.pdf,jds\ADVOCATE\ADVOCATE_senior.txt,HR,0.0522,0.2,-1,27.0,0.3283793330192566,0.2377,0
resumes/data\HR\52979663.pdf,jds\ADVOCATE\ADVOCATE_entry.txt,HR,0.0513,0.15,-1,25.0,0.293548583984375,0.2321,0
resumes/data\HR\57667857.pdf,jds\HR\HR_entry.txt,HR,0.2286,0.15,-2,11.0,0.6181703209877014,0.6211,1
resumes/data\HR\57667857.pdf,jds\HR\HR_mid.txt,HR,0.2108,0.55,-2,11.0,0.5226585865020752,0.6081,1
resumes/data\HR\57667857.pdf,jds\APPAREL\APPAREL_entry.txt,HR,0.0508,0.05,-1,9.0,0.4092322587966919,0.2909,0
resumes/data\HR\57667857.pdf,jds\APPAREL\APPAREL_senior.txt,HR,0.0659,0.15,-2,11.0,0.3847136795520782,0.3194,0
resumes/data\HR\57667857.pdf,jds\APPAREL\APPAREL_mid.txt,HR,0.069,0.1,-2,11.0,0.3922151327133178,0.3691,0
resumes/data\HR\59962788.pdf,jds\HR\HR_entry.txt,HR,0.2271,0.25,0,0.0,0.5304758548736572,0.6277,1
resumes/data\HR\59962788.pdf,jds\HR\HR_mid.txt,HR,0.2015,0.25,0,0.0,0.5571815967559814,0.684,1
resumes/data\HR\59962788.pdf,jds\HR\HR_senior.txt,HR,0.1778,0.3,0,0.0,0.6050447225570679,0.6425,1
resumes/data\HR\59962788.pdf,jds\CHEF\CHEF_senior.txt,HR,0.0734,0.1,2,0.0,0.3841601908206939,0.2849,0
resumes/data\HR\59962788.pdf,jds\CHEF\CHEF_entry.txt,HR,0.0741,0.2,2,0.0,0.3419898152351379,0.2161,0
resumes/data\HR\59962788.pdf,jds\CHEF\CHEF_mid.txt,HR,0.0703,0.15,2,0.0,0.3447291254997253,0.259,0
resumes/data\HR\72231872.pdf,jds\HR\HR_entry.txt,HR,0.2655,0.2,-1,9.0,0.5572673082351685,0.6115,1
resumes/data\HR\72231872.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,HR,0.068,0.1,0,7.0,0.3514804244041443,0.3353,0
resumes/data\HR\72231872.pdf,jds\CONSTRUCTION\CONSTRUCTION_senior.txt,HR,0.0802,0.2,-1,9.0,0.3832345008850097,0.3524,0
resumes/data\HR\72231872.pdf,jds\CONSTRUCTION\CONSTRUCTION_mid.txt,HR,0.0744,0.25,-1,9.0,0.3781668841838836,0.3141,0
resumes/data\HR\73077810.pdf,jds\HR\HR_entry.txt,HR,0.2513,0.15,-1,9.0,0.5445183515548706,0.6476,1
resumes/data\HR\73077810.pdf,jds\HR\HR_mid.txt,HR,0.2195,0.45,-1,9.0,0.5544438362121582,0.5836,1
resumes/data\HR\73077810.pdf,jds\CHEF\CHEF_mid.txt,HR,0.0567,0.05,1,9.0,0.2632147371768951,0.2606,0
resumes/data\HR\73077810.pdf,jds\CHEF\CHEF_entry.txt,HR,0.05,0.1,1,9.0,0.2486089915037155,0.2072,0
resumes/data\HR\73077810.pdf,jds\CHEF\CHEF_senior.txt,HR,0.0508,0.0,1,9.0,0.2910245954990387,0.2442,0
resumes/data\HR\80162314.pdf,jds\HR\HR_entry.txt,HR,0.282,0.25,0,0.0,0.5989630222320557,0.6259,1
resumes/data\HR\80162314.pdf,jds\HR\HR_mid.txt,HR,0.2364,0.25,0,0.0,0.5006657838821411,0.5741,1
resumes/data\HR\80162314.pdf,jds\HR\HR_senior.txt,HR,0.2457,0.3,0,0.0,0.4905173778533935,0.6256,1
resumes/data\HR\80162314.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,HR,0.0466,0.2,0,0.0,0.3176951706409454,0.3096,0
resumes/data\HR\80162314.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,HR,0.0534,0.05,1,-2.0,0.4642068743705749,0.4835,0
resumes/data\HR\80162314.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,HR,0.0897,0.25,0,0.0,0.3463594019412994,0.3153,0
resumes/data\HR\86184722.pdf,jds\HR\HR_entry.txt,HR,0.2495,0.2,0,14.0,0.5139774084091187,0.649,1
resumes/data\HR\86184722.pdf,jds\HR\HR_mid.txt,HR,0.2304,0.5,0,14.0,0.4880909919738769,0.6766,1
resumes/data\HR\86184722.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,HR,0.0311,0.1,1,12.0,0.3391845524311065,0.4105,0
resumes/data\HR\87968870.pdf,jds\HR\HR_entry.txt,HR,0.2354,0.1,-1,12.0,0.5534121990203857,0.628,1
resumes/data\HR\87968870.pdf,jds\HR\HR_mid.txt,HR,0.2321,0.35,-1,12.0,0.5597769618034363,0.6365,1
resumes/data\HR\87968870.pdf,jds\FINANCE\FINANCE_entry.txt,HR,0.0347,0.0,-1,10.0,0.2862696349620819,0.2205,0
resumes/data\HR\87968870.pdf,jds\FINANCE\FINANCE_senior.txt,HR,0.075,0.2,-1,12.0,0.2892990708351135,0.2274,0
resumes/data\HR\87968870.pdf,jds\FINANCE\FINANCE_mid.txt,HR,0.0451,0.05,-1,12.0,0.3290969729423523,0.2292,0
resumes/data\HR\91930382.pdf,jds\ENGINEERING\ENGINEERING_entry.txt,HR,0.0617,0.15,1,24.0,0.3868298232555389,0.4153,0
resumes/data\HR\91930382.pdf,jds\ENGINEERING\ENGINEERING_senior.txt,HR,0.0762,0.15,-1,26.0,0.3983297049999237,0.3745,0
resumes/data\HR\91930382.pdf,jds\ENGINEERING\ENGINEERING_mid.txt,HR,0.0556,0.05,0,26.0,0.3479595780372619,0.3932,0
resumes/data\HR\93002334.pdf,jds\HR\HR_entry.txt,HR,0.2392,0.15,-1,7.0,0.5185528993606567,0.563,1
resumes/data\HR\93002334.pdf,jds\HR\HR_mid.txt,HR,0.1885,0.3,-1,7.0,0.5576112270355225,0.6043,1
resumes/data\HR\93002334.pdf,jds\ENGINEERING\ENGINEERING_entry.txt,HR,0.0467,0.05,0,5.0,0.3463177978992462,0.3521,0
resumes/data\HR\93002334.pdf,jds\ENGINEERING\ENGINEERING_mid.txt,HR,0.0477,0.1,-1,7.0,0.4103186726570129,0.3658,0
resumes/data\HR\93002334.pdf,jds\ENGINEERING\ENGINEERING_senior.txt,HR,0.042,0.1,-2,7.0,0.3481977880001068,0.3411,0
resumes/data\HR\93112113.pdf,jds\HR\HR_entry.txt,HR,0.2344,0.2,-1,13.0,0.4785329699516296,0.5835,1
resumes/data\HR\93112113.pdf,jds\HR\HR_mid.txt,HR,0.2125,0.4,-1,13.0,0.4849677383899688,0.5751,1
resumes/data\HR\93112113.pdf,jds\FINANCE\FINANCE_entry.txt,HR,0.0774,0.2,-1,11.0,0.3112377822399139,0.2249,0
resumes/data\HR\93112113.pdf,jds\FINANCE\FINANCE_mid.txt,HR,0.0747,0.1,-1,13.0,0.3389193415641784,0.2672,0
resumes/data\HR\93112113.pdf,jds\FINANCE\FINANCE_senior.txt,HR,0.0891,0.2,-1,13.0,0.3170588612556457,0.2367,0
resumes/data\INFORMATION-TECHNOLOGY\10089434.pdf,jds\SALES\SALES_senior.txt,INFORMATION-TECHNOLOGY,0.0345,0.1,-1,19.0,0.3214679956436157,0.3443,0
resumes/data\INFORMATION-TECHNOLOGY\10089434.pdf,jds\SALES\SALES_mid.txt,INFORMATION-TECHNOLOGY,0.0329,0.15,-1,19.0,0.2519991099834442,0.2713,0
resumes/data\INFORMATION-TECHNOLOGY\10089434.pdf,jds\SALES\SALES_entry.txt,INFORMATION-TECHNOLOGY,0.0234,0.0,0,19.0,0.3389937877655029,0.3612,0
resumes/data\INFORMATION-TECHNOLOGY\10247517.pdf,jds\SALES\SALES_senior.txt,INFORMATION-TECHNOLOGY,0.0466,0.15,0,13.0,0.3974874913692474,0.4083,0
resumes/data\INFORMATION-TECHNOLOGY\10247517.pdf,jds\SALES\SALES_entry.txt,INFORMATION-TECHNOLOGY,0.0258,0.0,1,13.0,0.4159283936023712,0.3802,0
resumes/data\INFORMATION-TECHNOLOGY\10265057.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,INFORMATION-TECHNOLOGY,0.0389,0.05,-1,14.0,0.2265564352273941,0.2665,0
resumes/data\INFORMATION-TECHNOLOGY\10265057.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,INFORMATION-TECHNOLOGY,0.0601,0.2,-1,14.0,0.2946648001670837,0.2978,0
resumes/data\INFORMATION-TECHNOLOGY\10265057.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,INFORMATION-TECHNOLOGY,0.0435,0.1,0,12.0,0.2654659748077392,0.3088,0
resumes/data\INFORMATION-TECHNOLOGY\10553553.pdf,jds\ARTS\ARTS_senior.txt,INFORMATION-TECHNOLOGY,0.0284,0.1,-1,13.0,0.2640411853790283,0.2434,0
resumes/data\INFORMATION-TECHNOLOGY\10553553.pdf,jds\ARTS\ARTS_entry.txt,INFORMATION-TECHNOLOGY,0.0413,0.1,1,13.0,0.2616037726402282,0.1862,0
resumes/data\INFORMATION-TECHNOLOGY\10553553.pdf,jds\ARTS\ARTS_mid.txt,INFORMATION-TECHNOLOGY,0.0474,0.15,0,13.0,0.2461601495742797,0.3162,0
resumes/data\INFORMATION-TECHNOLOGY\10641230.pdf,jds\FITNESS\FITNESS_entry.txt,INFORMATION-TECHNOLOGY,0.051,0.1,0,-2.0,0.3525803387165069,0.3076,0
resumes/data\INFORMATION-TECHNOLOGY\10641230.pdf,jds\FITNESS\FITNESS_senior.txt,INFORMATION-TECHNOLOGY,0.0662,0.1,-3,0.0,0.2984567582607269,0.2892,0
resumes/data\INFORMATION-TECHNOLOGY\10641230.pdf,jds\FITNESS\FITNESS_mid.txt,INFORMATION-TECHNOLOGY,0.0756,0.15,-1,-7.0,0.2908312976360321,0.313,0
resumes/data\INFORMATION-TECHNOLOGY\10839851.pdf,jds\FITNESS\FITNESS_mid.txt,INFORMATION-TECHNOLOGY,0.047,0.05,0,1.0,0.140738382935524,0.249,0
resumes/data\INFORMATION-TECHNOLOGY\10839851.pdf,jds\FITNESS\FITNESS_entry.txt,INFORMATION-TECHNOLOGY,0.0408,0.1,1,6.0,0.2553839087486267,0.2799,0
resumes/data\INFORMATION-TECHNOLOGY\10839851.pdf,jds\FITNESS\FITNESS_senior.txt,INFORMATION-TECHNOLOGY,0.0374,0.0,-2,8.0,0.1373510360717773,0.2257,0
resumes/data\INFORMATION-TECHNOLOGY\10840430.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_entry.txt,INFORMATION-TECHNOLOGY,0.0619,0.2,0,10.0,0.3767860233783722,0.4466,0
resumes/data\INFORMATION-TECHNOLOGY\11580408.pdf,jds\APPAREL\APPAREL_entry.txt,INFORMATION-TECHNOLOGY,0.0567,0.05,0,24.0,0.2651159167289734,0.3045,0
resumes/data\INFORMATION-TECHNOLOGY\11580408.pdf,jds\APPAREL\APPAREL_mid.txt,INFORMATION-TECHNOLOGY,0.0488,0.1,-1,26.0,0.2709510326385498,0.3804,0
resumes/data\INFORMATION-TECHNOLOGY\11580408.pdf,jds\APPAREL\APPAREL_senior.txt,INFORMATION-TECHNOLOGY,0.0496,0.05,-1,26.0,0.2923771440982818,0.2912,0
resumes/data\INFORMATION-TECHNOLOGY\11584809.pdf,jds\ADVOCATE\ADVOCATE_senior.txt,INFORMATION-TECHNOLOGY,0.0346,0.05,0,18.0,0.3306182026863098,0.2186,0
resumes/data\INFORMATION-TECHNOLOGY\11584809.pdf,jds\ADVOCATE\ADVOCATE_entry.txt,INFORMATION-TECHNOLOGY,0.0404,0.0,0,16.0,0.3749363422393799,0.2249,0
resumes/data\INFORMATION-TECHNOLOGY\11584809.pdf,jds\ADVOCATE\ADVOCATE_mid.txt,INFORMATION-TECHNOLOGY,0.0324,0.05,0,18.0,0.269230842590332,0.191,0
resumes/data\INFORMATION-TECHNOLOGY\11957080.pdf,jds\CONSTRUCTION\CONSTRUCTION_senior.txt,INFORMATION-TECHNOLOGY,0.0485,0.15,-1,26.0,0.2998518645763397,0.359,0
resumes/data\INFORMATION-TECHNOLOGY\11957080.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,INFORMATION-TECHNOLOGY,0.0762,0.2,0,24.0,0.342821717262268,0.3913,0
resumes/data\INFORMATION-TECHNOLOGY\12045067.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_mid.txt,INFORMATION-TECHNOLOGY,0.0512,0.1,0,8.0,0.3459981679916382,0.3037,0
resumes/data\INFORMATION-TECHNOLOGY\12045067.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_entry.txt,INFORMATION-TECHNOLOGY,0.0461,0.1,1,14.0,0.3175501227378845,0.2904,0
resumes/data\INFORMATION-TECHNOLOGY\12045067.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_senior.txt,INFORMATION-TECHNOLOGY,0.0456,0.2,0,16.0,0.3625494241714477,0.2812,0
resumes/data\INFORMATION-TECHNOLOGY\12334140.pdf,jds\ARTS\ARTS_senior.txt,INFORMATION-TECHNOLOGY,0.0331,0.15,-2,0.0,0.297315239906311,0.1867,0
resumes/data\INFORMATION-TECHNOLOGY\12334140.pdf,jds\ARTS\ARTS_mid.txt,INFORMATION-TECHNOLOGY,0.0346,0.05,-1,0.0,0.3740341663360595,0.1842,0
resumes/data\INFORMATION-TECHNOLOGY\12334140.pdf,jds\ARTS\ARTS_entry.txt,INFORMATION-TECHNOLOGY,0.0466,0.1,0,0.0,0.324177622795105,0.1342,0
resumes/data\INFORMATION-TECHNOLOGY\12635195.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_mid.txt,INFORMATION-TECHNOLOGY,0.0405,0.05,0,20.0,0.3472912311553955,0.2396,0
resumes/data\INFORMATION-TECHNOLOGY\12635195.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_entry.txt,INFORMATION-TECHNOLOGY,0.0444,0.05,1,26.0,0.3620994091033935,0.2879,0
resumes/data\INFORMATION-TECHNOLOGY\12635195.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_senior.txt,INFORMATION-TECHNOLOGY,0.0458,0.15,0,28.0,0.3262091875076294,0.2668,0
resumes/data\INFORMATION-TECHNOLOGY\12763627.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,INFORMATION-TECHNOLOGY,0.0327,0.1,0,12.0,0.256401389837265,0.2646,0
resumes/data\INFORMATION-TECHNOLOGY\12763627.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,INFORMATION-TECHNOLOGY,0.0204,0.05,-1,14.0,0.2012856304645538,0.212,0
resumes/data\INFORMATION-TECHNOLOGY\12763627.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,INFORMATION-TECHNOLOGY,0.0427,0.2,-1,14.0,0.2304438650608062,0.1962,0
resumes/data\INFORMATION-TECHNOLOGY\13385306.pdf,jds\AGRICULTURE\AGRICULTURE_entry.txt,INFORMATION-TECHNOLOGY,0.0653,0.1,1,0.0,0.33289834856987,0.275,0
resumes/data\INFORMATION-TECHNOLOGY\13385306.pdf,jds\AGRICULTURE\AGRICULTURE_mid.txt,INFORMATION-TECHNOLOGY,0.0634,0.1,0,-7.0,0.3385290205478668,0.3041,0
resumes/data\INFORMATION-TECHNOLOGY\13385306.pdf,jds\AGRICULTURE\AGRICULTURE_senior.txt,INFORMATION-TECHNOLOGY,0.053,0.1,-1,0.0,0.3479035198688507,0.3415,0
resumes/data\INFORMATION-TECHNOLOGY\13477922.pdf,jds\DESIGNER\DESIGNER_mid.txt,INFORMATION-TECHNOLOGY,0.0329,0.1,0,23.0,0.3420713543891907,0.3402,0
resumes/data\INFORMATION-TECHNOLOGY\13477922.pdf,jds\DESIGNER\DESIGNER_entry.txt,INFORMATION-TECHNOLOGY,0.0324,0.1,1,21.0,0.347929447889328,0.3246,0
resumes/data\INFORMATION-TECHNOLOGY\13477922.pdf,jds\DESIGNER\DESIGNER_senior.txt,INFORMATION-TECHNOLOGY,0.0145,0.0,0,23.0,0.3003907799720764,0.2516,0
